category,subCategory,eventID,level,channel,provider,description,availableSettings/0,availableSettings/1,gpoSettings,documentation,volume/DomainController,volume/Server,volume/Workstation,microsoftBaseline/DomainController,microsoftBaseline/Server,microsoftBaseline/Workstation,securityMonitoringRecommandation,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5
System,Audit System Integrity,6281,Information,Security,Microsoft-Windows-Security-Auditing,Code Integrity determined that the page hashes of an image file aren't valid. The file could be improperly signed without page hashes or corrupt due to unauthorized modification. The invalid hashes could indicate a potential disk device error.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit System Integrity,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-6281,Low,Low,Low,Failure,Failure,Failure,Yes,JSCU-NL,,,,,
System,Audit System Integrity,6410,Information,Security,Microsoft-Windows-Security-Auditing,Code integrity determined that a file does not meet the security requirements to load into a process.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit System Integrity,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-6410,Low,Low,Low,Failure,Failure,Failure,Yes,JSCU-NL,,,,,
Policy Change,Audit Authentication Policy Change,4670,Information,Security,Microsoft-Windows-Security-Auditing,Permissions on an object were changed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Authentication Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4670,Low,Low,Low,Success,Success,Success,Yes,SRV-ETM,MDE,YAMATO,,,
Policy Change,Audit Authorization Policy Change,4670,Information,Security,Microsoft-Windows-Security-Auditing,Permissions on an object were changed.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Authorization Policy Change,https://learn.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4670,Medium to High,Medium to High,Medium to High,IF,IF,IF,Yes,SRV-ETM,MDE,YAMATO,,,
Logon Logoff,Audit IPsec Main Mode,4646,Information,Security,Microsoft-Windows-Security-Auditing,Security ID: %1,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit IPsec Main Mode,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Logon Logoff,Audit IPsec Main Mode,4650,Information,Security,Microsoft-Windows-Security-Auditing,An IPsec Main Mode security association was established. Extended Mode was not enabled. Certificate authentication was not used.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit IPsec Main Mode,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Logon Logoff,Audit IPsec Main Mode,4651,Information,Security,Microsoft-Windows-Security-Auditing,An IPsec Main Mode security association was established. Extended Mode was not enabled. A certificate was used for authentication.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit IPsec Main Mode,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Logon Logoff,Audit IPsec Main Mode,4652,Information,Security,Microsoft-Windows-Security-Auditing,An IPsec Main Mode negotiation failed.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit IPsec Main Mode,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Logon Logoff,Audit IPsec Main Mode,4653,Information,Security,Microsoft-Windows-Security-Auditing,An IPsec Main Mode negotiation failed.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit IPsec Main Mode,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Logon Logoff,Audit IPsec Main Mode,4655,Information,Security,Microsoft-Windows-Security-Auditing,An IPsec Main Mode security association ended.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit IPsec Main Mode,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Logon Logoff,Audit IPsec Main Mode,4976,Information,Security,Microsoft-Windows-Security-Auditing,"During Main Mode negotiation, IPsec received an invalid negotiation packet. If this problem persists, it could indicate a network issue or an attempt to modify or replay this negotiation.",Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit IPsec Main Mode,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Logon Logoff,Audit IPsec Main Mode,5049,Information,Security,Microsoft-Windows-Security-Auditing,An IPsec Security Association was deleted.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit IPsec Main Mode,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Logon Logoff,Audit IPsec Main Mode,5453,Information,Security,Microsoft-Windows-Security-Auditing,An IPsec negotiation with a remote computer failed because the IKE and AuthIP IPsec Keying Modules (IKEEXT) service is not started.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit IPsec Main Mode,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Logon Logoff,Audit IPsec Quick Mode,4977,Information,Security,Microsoft-Windows-Security-Auditing,"During Quick Mode negotiation, IPsec received an invalid negotiation packet. If this problem persists, it could indicate a network issue or an attempt to modify or replay this negotiation.",Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit Quick Main Mode,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Logon Logoff,Audit IPsec Quick Mode,5451,Information,Security,Microsoft-Windows-Security-Auditing,An IPsec Quick Mode security association was established.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit Quick Main Mode,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Logon Logoff,Audit IPsec Quick Mode,5452,Information,Security,Microsoft-Windows-Security-Auditing,An IPsec Quick Mode security association ended.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit Quick Main Mode,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Logon Logoff,Audit Network Policy Server,6272,Information,Security,Microsoft-Windows-Security-Auditing,Network Policy Server granted access to a user.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit Network Policy Server,,Medium to High,Medium to High,,IF,IF,No,No,SRV-ETM,CORTEX,,,,
Logon Logoff,Audit Network Policy Server,6273,Information,Security,Microsoft-Windows-Security-Auditing,Network Policy Server denied access to a user.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit Network Policy Server,,Medium to High,Medium to High,,IF,IF,No,No,SRV-ETM,,,,,
Logon Logoff,Audit Network Policy Server,6274,Information,Security,Microsoft-Windows-Security-Auditing,Network Policy Server discarded the request for a user.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit Network Policy Server,,Medium to High,Medium to High,,IF,IF,No,No,SRV-ETM,,,,,
Logon Logoff,Audit Network Policy Server,6275,Information,Security,Microsoft-Windows-Security-Auditing,Network Policy Server discarded the accounting request for a user.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit Network Policy Server,,Medium to High,Medium to High,,IF,IF,No,No,SRV-ETM,,,,,
Logon Logoff,Audit Network Policy Server,6276,Information,Security,Microsoft-Windows-Security-Auditing,Network Policy Server quarantined a user.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit Network Policy Server,,Medium to High,Medium to High,,IF,IF,No,No,SRV-ETM,,,,,
Logon Logoff,Audit Network Policy Server,6277,Information,Security,Microsoft-Windows-Security-Auditing,Network Policy Server granted access to a user but put it on probation because the host did not meet the defined health policy.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit Network Policy Server,,Medium to High,Medium to High,,IF,IF,No,No,SRV-ETM,,,,,
Logon Logoff,Audit Network Policy Server,6278,Information,Security,Microsoft-Windows-Security-Auditing,Network Policy Server granted full access to a user because the host met the defined health policy.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit Network Policy Server,,Medium to High,Medium to High,,IF,IF,No,No,SRV-ETM,,,,,
Logon Logoff,Audit Network Policy Server,6279,Information,Security,Microsoft-Windows-Security-Auditing,Network Policy Server locked the user account due to repeated failed authentication attempts.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit Network Policy Server,,Medium to High,Medium to High,,IF,IF,No,No,SRV-ETM,,,,,
Logon Logoff,Audit Network Policy Server,6280,Information,Security,Microsoft-Windows-Security-Auditing,Network Policy Server unlocked the user account.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Logon Logoff\Audit Network Policy Server,,Medium to High,Medium to High,,IF,IF,No,No,SRV-ETM,CORTEX,,,,
Object Access,Audit Application Generated,4665,Information,Security,Microsoft-Windows-Security-Auditing,An attempt was made to create an application client context.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Application Generated,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Object Access,Audit Application Generated,4666,Information,Security,Microsoft-Windows-Security-Auditing,An application attempted an operation.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Application Generated,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Object Access,Audit Application Generated,4667,Information,Security,Microsoft-Windows-Security-Auditing,An application client context was deleted.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Application Generated,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Object Access,Audit Application Generated,4668,Information,Security,Microsoft-Windows-Security-Auditing,An application was initialized.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Application Generated,,,,,IF,IF,IF,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4868,Information,Security,Microsoft-Windows-Security-Auditing,The certificate manager denied a pending certificate request.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4869,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services received a resubmitted certificate request.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4870,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services revoked a certificate.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4871,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services received a request to publish the certificate revocation list (CRL).,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4872,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services published the certificate revocation list (CRL).,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4873,Information,Security,Microsoft-Windows-Security-Auditing,A certificate request extension changed.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4874,Information,Security,Microsoft-Windows-Security-Auditing,One or more certificate request attributes changed.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4875,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services received a request to shut down.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4876,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services backup started.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4877,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services backup completed.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4878,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services restore started.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4879,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services restore completed.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4880,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services started.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,CORTEX,,,,
Object Access,Audit Certification Services,4881,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services stopped.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,CORTEX,,,,
Object Access,Audit Certification Services,4882,Information,Security,Microsoft-Windows-Security-Auditing,The security permissions for Certificate Services changed.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4883,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services retrieved an archived key.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4884,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services imported a certificate into its database.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4885,Information,Security,Microsoft-Windows-Security-Auditing,The audit filter for Certificate Services changed.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4886,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services received a certificate request.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,CORTEX,,,,
Object Access,Audit Certification Services,4887,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services approved a certificate request and issued a certificate.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,CORTEX,,,,
Object Access,Audit Certification Services,4888,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services denied a certificate request.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4889,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services set the status of a certificate request to pending.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4890,Information,Security,Microsoft-Windows-Security-Auditing,The certificate manager settings for Certificate Services changed.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4891,Information,Security,Microsoft-Windows-Security-Auditing,A configuration entry changed in Certificate Services.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4892,Information,Security,Microsoft-Windows-Security-Auditing,A property of Certificate Services changed.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4893,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services archived a key.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4894,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services imported and archived a key.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4895,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services published the CA certificate to Active Directory Domain Services.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4896,Information,Security,Microsoft-Windows-Security-Auditing,One or more rows have been deleted from the certificate database.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,CORTEX,,,,
Object Access,Audit Certification Services,4897,Information,Security,Microsoft-Windows-Security-Auditing,Role separation enabled.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,,,,,
Object Access,Audit Certification Services,4898,Information,Security,Microsoft-Windows-Security-Auditing,Certificate Services loaded a template.,,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Object Access\Audit Certification Services,,Low to medium,Low to medium,,IF,IF,No,No,SRV-ETM,YAMATO,CORTEX,,,
System,Audit IPsec Driver,4960,Information,Security,Microsoft-Windows-Security-Auditing,"IPsec dropped an inbound packet that failed an integrity check. If this problem persists, it could indicate a network issue or that packets are being modified in transit to this computer. Verify that the packets sent from the remote computer are the same as those received by this computer. This error might also indicate interoperability problems with other IPsec implementations.",Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit IPsec Driver,,Medium,Medium,,,,,No,SRV-ETM,,,,,
System,Audit IPsec Driver,4962,Information,Security,Microsoft-Windows-Security-Auditing,"IPsec dropped an inbound packet that failed a replay check. If this problem persists, it could indicate a replay attack against this computer.",Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit IPsec Driver,,Medium,Medium,,,,,No,SRV-ETM,,,,,
System,Audit IPsec Driver,4963,Information,Security,Microsoft-Windows-Security-Auditing,IPsec dropped an inbound clear text packet that should have been secured. This is usually due to the remote computer changing its IPsec policy without informing this computer. This could also be a spoofing attack attempt.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit IPsec Driver,,Medium,Medium,,,,,No,SRV-ETM,,,,,
System,Audit IPsec Driver,4965,Information,Security,Microsoft-Windows-Security-Auditing,"IPsec received a packet from a remote computer with an incorrect Security Parameter Index (SPI). This is usually caused by malfunctioning hardware that is corrupting packets. If these errors persist, verify that the packets sent from the remote computer are the same as those received by this computer. This error may also indicate interoperability problems with other IPsec implementations. In that case, if connectivity is not impeded, then these events can be ignored.",Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit IPsec Driver,,Medium,Medium,,,,,No,SRV-ETM,,,,,
System,Audit IPsec Driver,5478,Information,Security,Microsoft-Windows-Security-Auditing,IPsec Services has started successfully.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit IPsec Driver,,Medium,Medium,,,,,No,SRV-ETM,,,,,
System,Audit IPsec Driver,5479,Information,Security,Microsoft-Windows-Security-Auditing,IPsec Services has been shut down successfully. The shutdown of IPsec Services can put the computer at greater risk of network attack or expose the computer to potential security risks.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit IPsec Driver,,Medium,Medium,,,,No,No,SRV-ETM,,,,,
System,Audit IPsec Driver,5480,Information,Security,Microsoft-Windows-Security-Auditing,IPsec Services failed to get the complete list of network interfaces on the computer. This poses a potential security risk because some of the network interfaces may not get the protection provided by the applied IPsec filters. Use the IP Security Monitor snap-in to diagnose the problem.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit IPsec Driver,,Medium,Medium,,,,,No,SRV-ETM,,,,,
System,Audit IPsec Driver,5483,Information,Security,Microsoft-Windows-Security-Auditing,IPsec Services failed to initialize RPC server. IPsec Services could not be started.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit IPsec Driver,,Medium,Medium,,,,,No,SRV-ETM,,,,,
System,Audit IPsec Driver,5484,Information,Security,Microsoft-Windows-Security-Auditing,IPsec Services has experienced a critical failure and has been shut down. The shutdown of IPsec Services can put the computer at greater risk of network attack or expose the computer to potential security risks.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit IPsec Driver,,Medium,Medium,,,,,No,SRV-ETM,,,,,
System,Audit IPsec Driver,5485,Information,Security,Microsoft-Windows-Security-Auditing,IPsec Services failed to process some IPsec filters on a plug-and-play event for network interfaces. This poses a potential security risk because some of the network interfaces may not get the protection provided by the applied IPsec filters. Use the IP Security Monitor snap-in to diagnose the problem.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\System\Audit IPsec Driver,,Medium,Medium,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,4709,Information,Security,Microsoft-Windows-Security-Auditing,IPsec Services was started.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,4710,Information,Security,Microsoft-Windows-Security-Auditing,IPsec Services was disabled.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,4711,Information,Security,Microsoft-Windows-Security-Auditing,May contain any one of the following:,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,4712,Information,Security,Microsoft-Windows-Security-Auditing,IPsec Services encountered a potentially serious failure.,Failure,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5040,Information,Security,Microsoft-Windows-Security-Auditing,A change has been made to IPsec settings. An Authentication Set was added.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5041,Information,Security,Microsoft-Windows-Security-Auditing,A change has been made to IPsec settings. An Authentication Set was modified.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5042,Information,Security,Microsoft-Windows-Security-Auditing,A change has been made to IPsec settings. An Authentication Set was deleted.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5043,Information,Security,Microsoft-Windows-Security-Auditing,A change has been made to IPsec settings. A Connection Security Rule was added.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5044,Information,Security,Microsoft-Windows-Security-Auditing,A change has been made to IPsec settings. A Connection Security Rule was modified.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5045,Information,Security,Microsoft-Windows-Security-Auditing,A change has been made to IPsec settings. A Connection Security Rule was deleted.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5046,Information,Security,Microsoft-Windows-Security-Auditing,A change has been made to IPsec settings. A Crypto Set was added.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5047,Information,Security,Microsoft-Windows-Security-Auditing,A change has been made to IPsec settings. A Crypto Set was modified.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5048,Information,Security,Microsoft-Windows-Security-Auditing,A change has been made to IPsec settings. A Crypto Set was deleted.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
Policy Change,Audit Filtering Platform Policy Change,5440,Information,Security,Microsoft-Windows-Security-Auditing,The following callout was present when the Windows Filtering Platform Base Filtering Engine started.,Success,,Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Policy Change\Audit Filtering Platform Policy Change,,,,,,,,No,SRV-ETM,,,,,
